ID,Topic,Difficulty,Question,Code,Option A,Option B,Option C,Option D,Correct Option,Explanation
java-4k-0011,Collections & Low-Level Mechanics,hard,Why can excessive DirectByteBuffer allocations trigger native OutOfMemoryError even when JVM heap space is 90% free?,"ByteBuffer directBuf_7805 = ByteBuffer.allocateDirect(38 * 1024 * 1024); // Direct off-heap buffer
// Direct buffer goes out of scope without explicit cleaning",The OS kills the process due to unaligned CPU SIMD registers.,Direct buffers are permanently locked by the Linux kernel.,"Off-heap memory is only reclaimed when the PhantomReference Cleaner runs during GC; if heap allocation rate is low, GC is not triggered in time to free off-heap memory.",DirectByteBuffer cannot exceed the young generation Eden size.,C,"DirectByteBuffer allocates native memory via malloc() and attaches a PhantomReference Cleaner. If Mutator threads allocate off-heap memory faster than Young GC triggers, native memory is exhausted before Cleaner runs. Tune with -XX:MaxDirectMemorySize."
java-4k-0012,Concurrency & Virtual Threads,hard,"In high-throughput microservice, carrier threads become starved during I/O reads. Why does this virtual thread pinning occur and how should it be refactored?","Thread.ofVirtual().name(""worker-6151"").start(() -> {
    synchronized (lockObject) {
        socketChannel.read(buffer_6151);
    }
});
// Thread dump: carrier thread 'ForkJoinPool-1-worker-55' is pinned",Virtual threads cannot perform SocketChannel I/O operations without throwing IllegalStateException.,The virtual thread cannot unmount because it performs blocking I/O while holding a synchronized monitor lock. Refactor to ReentrantLock to allow unmounting.,"The carrier thread scheduler pool size must be scaled to 50,000 threads.",Synchronized monitors cannot be used inside virtual threads and cause immediate JVM crashes.,B,"Under Project Loom (Java 21), a virtual thread is pinned to its carrier platform thread when executing inside a synchronized block or JNI native method. Replacing synchronized with java.util.concurrent.locks.ReentrantLock allows the Loom runtime to cleanly unmount the virtual thread upon blocking I/O."
java-4k-0013,Concurrency & Virtual Threads,hard,"When spawning 50,000 virtual threads for tenant processing, why is ScopedValue vastly superior to ThreadLocal?","private static final ScopedValue<TenantContext> TENANT_5116 = ScopedValue.newInstance();
ScopedValue.where(TENANT_5116, new TenantContext(""tenant-52"")).run(() -> {
    orderProcessor.executeBatch(8);
});",ScopedValue automatically compiles bytecode directly to C++ native instructions.,"ScopedValue is immutable, shared by reference across child subtasks, and bounded to the lexical scope, preventing per-thread memory bloat and memory leaks.",ThreadLocal throws UnsupportedOperationException inside virtual thread runnables.,ScopedValue allocates data in CPU register L1 cache rather than JVM heap memory.,B,ThreadLocal creates mutable per-thread entries in ThreadLocalMap which wastes massive heap when scaling to hundreds of thousands of virtual threads and risks leaks if remove() is omitted. ScopedValue is immutable and shared safely down the call tree.
java-4k-0014,Concurrency & Virtual Threads,hard,"If paymentClient.chargeAccount throws PaymentTimeoutException, what does StructuredTaskScope.ShutdownOnFailure do to the inventory reservation subtask?","try (var scope = new StructuredTaskScope.ShutdownOnFailure()) {
    Supplier<Payment> pay = scope.fork(() -> paymentClient.chargeAccount(""acc-7377"", 52));
    Supplier<Inventory> inv = scope.fork(() -> inventoryClient.reserveStock(""sku-16"", 10133));
    scope.join().throwIfFailed();
    return buildReceipt(pay.get(), inv.get());
}",It leaves the inventory subtask running as an orphan background thread.,"It immediately calls cancel() on the scope, sending an interrupt signal to the inventory virtual thread to abort wasted execution.",It rolls back the database using distributed two-phase commit.,It blocks indefinitely until the inventory subtask completes successfully.,B,"StructuredTaskScope.ShutdownOnFailure treats concurrent subtasks as a single unit of work: the first failure immediately invokes cancel() on sibling subtasks, interrupting their threads and reclaiming CPU/network resources."
java-4k-0015,Concurrency & Virtual Threads,hard,What thread executes the `exceptionally` fallback callback when enrichMetadata throws an unchecked RuntimeException?,"CompletableFuture.supplyAsync(() -> queryCatalog(2561), customExecutor)
    .thenApplyAsync(catalog -> enrichMetadata(catalog, 49))
    .exceptionally(ex -> {
        log.error(""Enrichment error: "" + ex.getMessage());
        return Catalog.empty();
    })
    .thenAccept(this::publishCatalog);",A brand new OS kernel thread spawned on demand.,Always the ForkJoinPool.commonPool() regardless of customExecutor.,The JVM Finalizer daemon thread.,"The thread that completed the upstream stage with an exception (or the submitting thread if already completed), unless exceptionallyAsync is used.",D,"Synchronous completion callbacks in CompletableFuture (like .exceptionally or .thenApply) execute on the thread that completes the preceding stage. To offload the fallback to a dedicated pool, Java 12 introduced .exceptionallyAsync()."
java-4k-0016,Concurrency & Virtual Threads,hard,Why does LongAdder significantly outperform AtomicLong under heavy write contention across multi-core CPUs?,"// High concurrency counter under 64 threads:
private final LongAdder requestCounter_5493 = new LongAdder();
public void record() {
    requestCounter_5493.increment();
}","LongAdder maintains an internal array of Cell cells hashed per-thread, reducing CAS bus-locking contention and summing only on sum() invocation.",AtomicLong synchronizes on the global class monitor lock during incrementAndGet.,LongAdder uses optimistic database row locks rather than CPU instructions.,LongAdder converts int primitive numbers to IEEE 754 floating points.,A,"AtomicLong repeatedly spins CAS on a single volatile value, causing severe cache-coherence traffic across CPU cores. LongAdder stripes mutations across dynamic Cell array slots based on thread hash, eliminating contention."
java-4k-0017,JVM Memory & Garbage Collection,hard,How does Generational ZGC achieve sub-millisecond maximum pause times on large heaps up to 16TB?,"// Options: -XX:+UseZGC -XX:+ZGenerational -Xmx5221g
// Allocation rate: 34 MB/sec",It uses 64-bit reference colored pointers and JIT load barriers to relocate live objects concurrently while mutator application threads are running.,It performs full Stop-The-World compaction during low-traffic hours.,It disables young-to-old object promotion completely.,It stores all heap objects in Linux shared tmpfs memory.,A,"Generational ZGC embeds metadata bits (Marked0, Marked1, Remapped) directly into the 64-bit virtual memory reference pointers. When mutator threads dereference an un-relocated object, load barriers intercept it and self-heal the pointer concurrently."
java-4k-0018,JVM Memory & Garbage Collection,medium,"If an allocated object is larger than 50% of the G1HeapRegionSize, where does G1GC allocate it and what is the performance impact?","byte[] largePayload_208 = new byte[20 * 1024 * 1024]; // 20MB array
// G1HeapRegionSize is set to 16MB",It is allocated in Eden space and promoted to Survivor space during the next Young GC.,The JVM rejects the allocation with BufferOverflowException.,"It is allocated directly in a contiguous sequence of Humongous regions in the Old Generation, which can trigger premature Concurrent Mark and heap fragmentation.",It is compressed in JVM Metaspace until GC compaction.,C,"In G1GC, any object exceeding 50% of G1HeapRegionSize is treated as Humongous and allocated directly in Old Gen humongous regions. Frequent humongous allocations lead to rapid Old Gen filling and GC pauses. Solution: increase -XX:G1HeapRegionSize."
java-4k-0019,JVM Memory & Garbage Collection,hard,Why does continuously loading classes with new classloader instances without releasing static references trigger java.lang.OutOfMemoryError: Metaspace?,"// Service loads dynamic plugins using custom URLClassLoader in loop:
URLClassLoader loader_5820 = new URLClassLoader(new URL[]{pluginJarUrl_51});
Class<?> clazz_5820 = Class.forName(""com.app.DynamicPlugin_5820"", true, loader_5820);",Metaspace is stored on the OS swap partition and cannot exceed 64MB.,URLClassLoader instances are permanently pinned in CPU cache.,A classloader cannot be garbage collected if any static field or instance retains a reference to it; uncollected class metadata fills native Metaspace.,The Java bytecode verifier runs out of stack frames.,C,"Classes and ClassLoader instances are strongly linked: as long as a single class, instance, or ThreadLocal reference is reachable, the entire ClassLoader and all its Metaspace metadata cannot be unloaded, exhausting MaxMetaspaceSize."
java-4k-0020,JVM Memory & Garbage Collection,hard,Why is the `volatile` keyword mandatory for thread-safe Double-Checked Locking in the Java Memory Model?,"public class DoubleCheckedLocking_2752 {
    private static volatile Resource_2752 instance;
    public static Resource_2752 get() {
        if (instance == null) {
            synchronized (DoubleCheckedLocking_2752.class) {
                if (instance == null) instance = new Resource_2752();
            }
        }
        return instance;
    }
}","Without volatile, synchronized blocks cannot execute concurrently.",It ensures the class monitor lock is held during get() calls.,"It prevents CPU and JIT compiler instruction reordering between object memory allocation, constructor initialization, and reference assignment.",It stores the Resource instance in Metaspace memory.,C,"Object construction involves 3 steps: (1) allocate memory, (2) run constructor, (3) assign pointer. Without volatile, (3) can reorder before (2), exposing a non-null but uninitialized object to other reading threads."
java-4k-0021,Collections & Low-Level Mechanics,medium,"When a bucket in ConcurrentHashMap reaches 8 colliding entries and table capacity is >= 64, what internal transformation occurs?","ConcurrentHashMap<String, Integer> map_2906 = new ConcurrentHashMap<>(16);
// 12 colliding keys inserted with identical hashCode()",The singly linked Node list is converted into a balanced Red-Black Tree (TreeBin) for O(log N) search complexity.,The map acquires a global synchronized lock across all buckets.,All entries in that bucket are discarded with ConcurrentModificationException.,The map allocates an auxiliary SkipList bucket on off-heap memory.,A,"ConcurrentHashMap and HashMap treeify buckets when length >= TREEIFY_THRESHOLD (8) and capacity >= MIN_TREEIFY_CAPACITY (64). If capacity < 64, it resizes the table instead of treeifying."
java-4k-0022,Collections & Low-Level Mechanics,medium,Why can excessive DirectByteBuffer allocations trigger native OutOfMemoryError even when JVM heap space is 90% free?,"ByteBuffer directBuf_2021 = ByteBuffer.allocateDirect(12 * 1024 * 1024); // Direct off-heap buffer
// Direct buffer goes out of scope without explicit cleaning",Direct buffers are permanently locked by the Linux kernel.,The OS kills the process due to unaligned CPU SIMD registers.,DirectByteBuffer cannot exceed the young generation Eden size.,"Off-heap memory is only reclaimed when the PhantomReference Cleaner runs during GC; if heap allocation rate is low, GC is not triggered in time to free off-heap memory.",D,"DirectByteBuffer allocates native memory via malloc() and attaches a PhantomReference Cleaner. If Mutator threads allocate off-heap memory faster than Young GC triggers, native memory is exhausted before Cleaner runs. Tune with -XX:MaxDirectMemorySize."
java-4k-0023,Concurrency & Virtual Threads,medium,"In high-throughput microservice, carrier threads become starved during I/O reads. Why does this virtual thread pinning occur and how should it be refactored?","Thread.ofVirtual().name(""worker-2031"").start(() -> {
    synchronized (lockObject) {
        socketChannel.read(buffer_2031);
    }
});
// Thread dump: carrier thread 'ForkJoinPool-1-worker-57' is pinned","The carrier thread scheduler pool size must be scaled to 50,000 threads.",Synchronized monitors cannot be used inside virtual threads and cause immediate JVM crashes.,The virtual thread cannot unmount because it performs blocking I/O while holding a synchronized monitor lock. Refactor to ReentrantLock to allow unmounting.,Virtual threads cannot perform SocketChannel I/O operations without throwing IllegalStateException.,C,"Under Project Loom (Java 21), a virtual thread is pinned to its carrier platform thread when executing inside a synchronized block or JNI native method. Replacing synchronized with java.util.concurrent.locks.ReentrantLock allows the Loom runtime to cleanly unmount the virtual thread upon blocking I/O."
java-4k-0024,Concurrency & Virtual Threads,hard,"When spawning 50,000 virtual threads for tenant processing, why is ScopedValue vastly superior to ThreadLocal?","private static final ScopedValue<TenantContext> TENANT_1064 = ScopedValue.newInstance();
ScopedValue.where(TENANT_1064, new TenantContext(""tenant-26"")).run(() -> {
    orderProcessor.executeBatch(16);
});","ScopedValue is immutable, shared by reference across child subtasks, and bounded to the lexical scope, preventing per-thread memory bloat and memory leaks.",ScopedValue automatically compiles bytecode directly to C++ native instructions.,ThreadLocal throws UnsupportedOperationException inside virtual thread runnables.,ScopedValue allocates data in CPU register L1 cache rather than JVM heap memory.,A,ThreadLocal creates mutable per-thread entries in ThreadLocalMap which wastes massive heap when scaling to hundreds of thousands of virtual threads and risks leaks if remove() is omitted. ScopedValue is immutable and shared safely down the call tree.
java-4k-0025,Concurrency & Virtual Threads,hard,"If paymentClient.chargeAccount throws PaymentTimeoutException, what does StructuredTaskScope.ShutdownOnFailure do to the inventory reservation subtask?","try (var scope = new StructuredTaskScope.ShutdownOnFailure()) {
    Supplier<Payment> pay = scope.fork(() -> paymentClient.chargeAccount(""acc-7826"", 19));
    Supplier<Inventory> inv = scope.fork(() -> inventoryClient.reserveStock(""sku-16"", 5796));
    scope.join().throwIfFailed();
    return buildReceipt(pay.get(), inv.get());
}",It rolls back the database using distributed two-phase commit.,"It immediately calls cancel() on the scope, sending an interrupt signal to the inventory virtual thread to abort wasted execution.",It blocks indefinitely until the inventory subtask completes successfully.,It leaves the inventory subtask running as an orphan background thread.,B,"StructuredTaskScope.ShutdownOnFailure treats concurrent subtasks as a single unit of work: the first failure immediately invokes cancel() on sibling subtasks, interrupting their threads and reclaiming CPU/network resources."
java-4k-0026,Concurrency & Virtual Threads,hard,What thread executes the `exceptionally` fallback callback when enrichMetadata throws an unchecked RuntimeException?,"CompletableFuture.supplyAsync(() -> queryCatalog(379), customExecutor)
    .thenApplyAsync(catalog -> enrichMetadata(catalog, 48))
    .exceptionally(ex -> {
        log.error(""Enrichment error: "" + ex.getMessage());
        return Catalog.empty();
    })
    .thenAccept(this::publishCatalog);",Always the ForkJoinPool.commonPool() regardless of customExecutor.,"The thread that completed the upstream stage with an exception (or the submitting thread if already completed), unless exceptionallyAsync is used.",The JVM Finalizer daemon thread.,A brand new OS kernel thread spawned on demand.,B,"Synchronous completion callbacks in CompletableFuture (like .exceptionally or .thenApply) execute on the thread that completes the preceding stage. To offload the fallback to a dedicated pool, Java 12 introduced .exceptionallyAsync()."
java-4k-0027,Concurrency & Virtual Threads,medium,Why does LongAdder significantly outperform AtomicLong under heavy write contention across multi-core CPUs?,"// High concurrency counter under 64 threads:
private final LongAdder requestCounter_5272 = new LongAdder();
public void record() {
    requestCounter_5272.increment();
}",LongAdder converts int primitive numbers to IEEE 754 floating points.,LongAdder uses optimistic database row locks rather than CPU instructions.,"LongAdder maintains an internal array of Cell cells hashed per-thread, reducing CAS bus-locking contention and summing only on sum() invocation.",AtomicLong synchronizes on the global class monitor lock during incrementAndGet.,C,"AtomicLong repeatedly spins CAS on a single volatile value, causing severe cache-coherence traffic across CPU cores. LongAdder stripes mutations across dynamic Cell array slots based on thread hash, eliminating contention."
java-4k-0028,JVM Memory & Garbage Collection,medium,How does Generational ZGC achieve sub-millisecond maximum pause times on large heaps up to 16TB?,"// Options: -XX:+UseZGC -XX:+ZGenerational -Xmx5922g
// Allocation rate: 5 MB/sec",It uses 64-bit reference colored pointers and JIT load barriers to relocate live objects concurrently while mutator application threads are running.,It stores all heap objects in Linux shared tmpfs memory.,It disables young-to-old object promotion completely.,It performs full Stop-The-World compaction during low-traffic hours.,A,"Generational ZGC embeds metadata bits (Marked0, Marked1, Remapped) directly into the 64-bit virtual memory reference pointers. When mutator threads dereference an un-relocated object, load barriers intercept it and self-heal the pointer concurrently."
java-4k-0029,JVM Memory & Garbage Collection,medium,"If an allocated object is larger than 50% of the G1HeapRegionSize, where does G1GC allocate it and what is the performance impact?","byte[] largePayload_1470 = new byte[63 * 1024 * 1024]; // 63MB array
// G1HeapRegionSize is set to 4MB","It is allocated directly in a contiguous sequence of Humongous regions in the Old Generation, which can trigger premature Concurrent Mark and heap fragmentation.",It is compressed in JVM Metaspace until GC compaction.,The JVM rejects the allocation with BufferOverflowException.,It is allocated in Eden space and promoted to Survivor space during the next Young GC.,A,"In G1GC, any object exceeding 50% of G1HeapRegionSize is treated as Humongous and allocated directly in Old Gen humongous regions. Frequent humongous allocations lead to rapid Old Gen filling and GC pauses. Solution: increase -XX:G1HeapRegionSize."
java-4k-0030,JVM Memory & Garbage Collection,medium,Why does continuously loading classes with new classloader instances without releasing static references trigger java.lang.OutOfMemoryError: Metaspace?,"// Service loads dynamic plugins using custom URLClassLoader in loop:
URLClassLoader loader_5287 = new URLClassLoader(new URL[]{pluginJarUrl_34});
Class<?> clazz_5287 = Class.forName(""com.app.DynamicPlugin_5287"", true, loader_5287);",The Java bytecode verifier runs out of stack frames.,Metaspace is stored on the OS swap partition and cannot exceed 64MB.,A classloader cannot be garbage collected if any static field or instance retains a reference to it; uncollected class metadata fills native Metaspace.,URLClassLoader instances are permanently pinned in CPU cache.,C,"Classes and ClassLoader instances are strongly linked: as long as a single class, instance, or ThreadLocal reference is reachable, the entire ClassLoader and all its Metaspace metadata cannot be unloaded, exhausting MaxMetaspaceSize."
java-4k-0031,JVM Memory & Garbage Collection,hard,Why is the `volatile` keyword mandatory for thread-safe Double-Checked Locking in the Java Memory Model?,"public class DoubleCheckedLocking_9369 {
    private static volatile Resource_9369 instance;
    public static Resource_9369 get() {
        if (instance == null) {
            synchronized (DoubleCheckedLocking_9369.class) {
                if (instance == null) instance = new Resource_9369();
            }
        }
        return instance;
    }
}",It ensures the class monitor lock is held during get() calls.,It stores the Resource instance in Metaspace memory.,"Without volatile, synchronized blocks cannot execute concurrently.","It prevents CPU and JIT compiler instruction reordering between object memory allocation, constructor initialization, and reference assignment.",D,"Object construction involves 3 steps: (1) allocate memory, (2) run constructor, (3) assign pointer. Without volatile, (3) can reorder before (2), exposing a non-null but uninitialized object to other reading threads."
java-4k-0032,Collections & Low-Level Mechanics,medium,"When a bucket in ConcurrentHashMap reaches 8 colliding entries and table capacity is >= 64, what internal transformation occurs?","ConcurrentHashMap<String, Integer> map_2165 = new ConcurrentHashMap<>(16);
// 12 colliding keys inserted with identical hashCode()",The map acquires a global synchronized lock across all buckets.,All entries in that bucket are discarded with ConcurrentModificationException.,The singly linked Node list is converted into a balanced Red-Black Tree (TreeBin) for O(log N) search complexity.,The map allocates an auxiliary SkipList bucket on off-heap memory.,C,"ConcurrentHashMap and HashMap treeify buckets when length >= TREEIFY_THRESHOLD (8) and capacity >= MIN_TREEIFY_CAPACITY (64). If capacity < 64, it resizes the table instead of treeifying."
java-4k-0033,Collections & Low-Level Mechanics,medium,Why can excessive DirectByteBuffer allocations trigger native OutOfMemoryError even when JVM heap space is 90% free?,"ByteBuffer directBuf_1956 = ByteBuffer.allocateDirect(36 * 1024 * 1024); // Direct off-heap buffer
// Direct buffer goes out of scope without explicit cleaning",The OS kills the process due to unaligned CPU SIMD registers.,DirectByteBuffer cannot exceed the young generation Eden size.,Direct buffers are permanently locked by the Linux kernel.,"Off-heap memory is only reclaimed when the PhantomReference Cleaner runs during GC; if heap allocation rate is low, GC is not triggered in time to free off-heap memory.",D,"DirectByteBuffer allocates native memory via malloc() and attaches a PhantomReference Cleaner. If Mutator threads allocate off-heap memory faster than Young GC triggers, native memory is exhausted before Cleaner runs. Tune with -XX:MaxDirectMemorySize."
java-4k-0034,Concurrency & Virtual Threads,hard,"In high-throughput microservice, carrier threads become starved during I/O reads. Why does this virtual thread pinning occur and how should it be refactored?","Thread.ofVirtual().name(""worker-2837"").start(() -> {
    synchronized (lockObject) {
        socketChannel.read(buffer_2837);
    }
});
// Thread dump: carrier thread 'ForkJoinPool-1-worker-10' is pinned",The virtual thread cannot unmount because it performs blocking I/O while holding a synchronized monitor lock. Refactor to ReentrantLock to allow unmounting.,Virtual threads cannot perform SocketChannel I/O operations without throwing IllegalStateException.,"The carrier thread scheduler pool size must be scaled to 50,000 threads.",Synchronized monitors cannot be used inside virtual threads and cause immediate JVM crashes.,A,"Under Project Loom (Java 21), a virtual thread is pinned to its carrier platform thread when executing inside a synchronized block or JNI native method. Replacing synchronized with java.util.concurrent.locks.ReentrantLock allows the Loom runtime to cleanly unmount the virtual thread upon blocking I/O."
java-4k-0035,Concurrency & Virtual Threads,medium,"When spawning 50,000 virtual threads for tenant processing, why is ScopedValue vastly superior to ThreadLocal?","private static final ScopedValue<TenantContext> TENANT_8524 = ScopedValue.newInstance();
ScopedValue.where(TENANT_8524, new TenantContext(""tenant-64"")).run(() -> {
    orderProcessor.executeBatch(16);
});",ScopedValue allocates data in CPU register L1 cache rather than JVM heap memory.,ScopedValue automatically compiles bytecode directly to C++ native instructions.,"ScopedValue is immutable, shared by reference across child subtasks, and bounded to the lexical scope, preventing per-thread memory bloat and memory leaks.",ThreadLocal throws UnsupportedOperationException inside virtual thread runnables.,C,ThreadLocal creates mutable per-thread entries in ThreadLocalMap which wastes massive heap when scaling to hundreds of thousands of virtual threads and risks leaks if remove() is omitted. ScopedValue is immutable and shared safely down the call tree.
