id,topic,difficulty,questionText,codeSnippet,optionA,optionB,optionC,optionD,correctOption,explanation
java-oca-0011,Operators and Statements,hard,What is the output of the following program?,"public class FeedingSchedule {
  public static void main(String[] args) {
    int x = 5, j = 0;
    OUTER: for(int i=0; i<3; )
    INNER: do {
      i++; x++;
      if(x > 10) break INNER;
      x += 4;
      j++;
    } while(j <= 2);
    System.out.println(x);
  }
}",10,12,13,17,B,"Trace: Outer loop i=0. Inner loop (do-while): 1st iteration: i=1, x=6. x > 10 is false. x += 4 -> x=10. j++ -> j=1. Condition j <= 2 is true. 2nd iteration: i=2, x=11. x > 10 (11 > 10) is true! break INNER triggers. j remains 1. Now back to OUTER loop condition: i < 3 (2 < 3) is true. Next iteration of OUTER: executes INNER: i becomes 3, x becomes 12. x > 10 is true, break INNER immediately. Now OUTER checks i < 3 (3 < 3), which is false! Loop terminates. Final x is 12."
java-oca-0012,Methods and Encapsulation,medium,What is the result of the following program?,"public class Egret {
  private String color;
  public Egret() {
    this(""white"");
  }
  public Egret(String color) {
    color = color;
  }
  public static void main(String[] args) {
    Egret e = new Egret();
    System.out.println(""Color:"" + e.color);
  }
}",Color:white,Color:null,Color:,Compiler error on line 4,B,"In Egret(String color), the assignment 'color = color;' assigns the parameter to itself! It does NOT assign to the instance variable this.color. Therefore, the instance variable 'color' remains initialized to its default value, which is null. The output is 'Color:null'."
java-oca-0013,Operators and Statements,medium,What is the output of the following program?,"public class BearOrShark {
  public static void main(String[] args) {
    int luck = 10;
    if((luck > 10 ? luck++ : --luck) < 10) {
      System.out.print(""Bear"");
    }
    if(luck < 10) System.out.print(""Shark"");
  }
}",Bear,Shark,BearShark,Does not print anything,C,"In the ternary expression (luck > 10 ? luck++ : --luck), luck is 10, so luck > 10 is false. Only the false branch --luck is evaluated. --luck decrements luck from 10 to 9 and returns 9. 9 < 10 is true, so 'Bear' is printed. Then the second if evaluates (luck < 10); since luck is now 9, 9 < 10 is true and 'Shark' is printed. Total output: 'BearShark'."
java-oca-0014,Operators and Statements,medium,"Assuming we have a valid, non-null HenHouse object, which of the following is NOT a possible outcome when this program runs?","Chicken chicken = house.getChickens().get(0);
for(int i=0; i < house.getChickens().size();
    chicken = house.getChickens().get(i++)) {
  System.out.println(""Cluck"");
}",The application will output Cluck exactly once,The application will output Cluck more than once,The application will compile but produce an exception at runtime,The application will compile and exit without producing any output or exception,D,"If house.getChickens() has 0 elements, the initial call get(0) throws IndexOutOfBoundsException. If it has 1 element, line 1 succeeds, loop runs once and prints Cluck. If it has >1 elements, loop runs multiple times. If getChickens() returns null, line 1 throws NullPointerException. Therefore, the code will ALWAYS either print 'Cluck' at least once or throw an exception at runtime. It can never exit cleanly without printing or throwing."
java-oca-0015,Class Design,medium,"Given the following classes, which type can be placed in the blank so that the code compiles successfully?","public interface CanSwim {}
public class Amphibian implements CanSwim {}
class Tadpole extends Amphibian {}
public class FindAllTadPole {
  public static void main(String[] args) {
    List<Tadpole> tadpoles = new ArrayList<Tadpole>();
    for(Amphibian amphibian : tadpoles) {
      ___________ tadpole = amphibian;
    }
  }
}",Tadpole,CanSwim,Long,All of the above,B,"The loop variable 'amphibian' has reference type Amphibian. Since Amphibian implements CanSwim, an Amphibian reference can be assigned directly to a CanSwim, Amphibian, or Object variable without casting. Assigning to Tadpole (Option A) would fail because Tadpole is a subclass of Amphibian and requires an explicit downcast."
java-oca-0016,Class Design,hard,What change allows the following code to compile?,"1: public interface Animal { public default String getName() { return null; } }
2: interface Mammal { public default String getName() { return null; } }
3: abstract class Otter implements Mammal, Animal {}",Remove the default modifier from Mammal only,Override getName() in class Otter,Change the return type of getName() in Animal to Object,Change the access modifier of Otter to public,B,"When a class implements two interfaces that provide duplicate default methods with the exact same signature, a compiler error occurs due to multiple inheritance ambiguity. The implementing class (even if abstract) must resolve the conflict by explicitly overriding the default method."
java-oca-0017,Methods and Encapsulation,medium,Which line can be inserted at line 11 to compile and print true?,"10: public static void main(String[] args) {
11:   // INSERT CODE HERE
12: }
13: private static boolean test(Predicate<Integer> p) {
14:   return p.test(5);
15: }",System.out.println(test(i -> i == 5));,System.out.println(test(i -> { i == 5; }));,System.out.println(test((int i) -> i == 5));,System.out.println(test((int i) -> { return i == 5; }));,A,"Option A is a valid lambda expression with a single inferred parameter and an expression body. Option B fails because braces require a 'return' statement. Options C and D fail because the parameter type must match Integer (autoboxing works for values, not type inference in lambda parameter declarations)."
java-oca-0018,Core Java APIs,easy,"Which of the following lines correctly outputs a date representing April 1, 2015 using the java.time API?",,"System.out.println(LocalDate.of(2015, Calendar.APRIL, 1));","System.out.println(LocalDate.of(2015, Month.APRIL, 1));","System.out.println(new LocalDate(2015, 4, 1));","System.out.println(LocalDate.of(2015, 3, 1));",B,"LocalDate uses private constructors, so 'new LocalDate()' does not compile. In java.time, months are 1-indexed (April is 4, not 3 as in old Calendar). LocalDate.of(2015, Month.APRIL, 1) and LocalDate.of(2015, 4, 1) are the correct factory methods."
java-oca-0019,Java Building Blocks,easy,Java bytecode is stored in files with which file extension?,,.java,.bytecode,.class,.jar,C,"Java source code is saved in files ending with .java, which are compiled by javac into platform-independent bytecode saved in .class files."
java-oca-0020,Exceptions,easy,Which of the following exceptions is a checked exception in Java?,,java.io.IOException,java.lang.IllegalArgumentException,java.lang.NullPointerException,java.lang.NumberFormatException,A,"IOException extends java.lang.Exception directly and does not extend RuntimeException, making it a checked exception. IllegalArgumentException, NullPointerException, and NumberFormatException are all unchecked (Runtime) exceptions."
java-oca-0021,Java Building Blocks,easy,Which of the following is a valid Java identifier?,,1980_s,_helloWorld,true,java.lang,B,"Option B (_helloWorld) is valid because identifiers in Java may begin with a letter, underscore (_), or dollar sign ($). Option A is invalid because identifiers cannot begin with a number. Option C is invalid because 'true' is a reserved boolean literal. Option D is invalid because dots (.) are package separators and not allowed in identifiers."
java-oca-0022,Java Building Blocks,easy,What is the output of the following program?,"public class WaterBottle {
  private String brand;
  private boolean empty;
  public static void main(String[] args) {
    WaterBottle wb = new WaterBottle();
    System.out.print(""Empty = "" + wb.empty);
    System.out.print("", Brand = "" + wb.brand);
  }
}","Empty = false, Brand = null","Empty = false, Brand =","Empty = null, Brand = null",Line 6 generates a compiler error,A,"Instance variables (fields) receive default values upon object instantiation. For primitive boolean types, the default value is false. For reference types such as String, the default value is null. Therefore, the program outputs 'Empty = false, Brand = null'."
java-oca-0023,Java Building Blocks,medium,"Given the following lines of code inside a method, which statement correctly identifies the compiler errors?","4: short numPets = 5;
5: int numGrains = 5.6;
6: String name = ""Scruffy"";
7: numPets.length();
8: numGrains.length();
9: name.length();","Lines 5, 7, and 8 generate compiler errors",Only line 5 generates a compiler error,Only lines 7 and 8 generate compiler errors,All lines compile except line 9,A,Line 5 fails because 5.6 is a double literal and cannot be assigned to an int without an explicit cast. Lines 7 and 8 fail because numPets (short) and numGrains (int) are primitive types; primitives do not have methods. Line 9 compiles because length() is a valid method on String.
java-oca-0024,Java Building Blocks,medium,"Given the following class, where can 'String result = ""done"";' be inserted so that line 8 compiles without error?","1: public class Snake {
2:   // INSERTION POINT 1
3:   public void shed(boolean time) {
4:     // INSERTION POINT 2
5:     if (time) {
6:       // INSERTION POINT 3
7:     }
8:     System.out.println(result);
9:   }
10: }",At line 2 or line 4 only,At line 6 only,"At line 2, line 4, or line 6",At line 2 only,A,"Inserting at line 2 makes result an instance variable, in scope throughout the class. Inserting at line 4 makes result a local variable scoped to the whole method. Inserting at line 6 scopes result to the if-block, so it is out of scope on line 8."
java-oca-0025,Java Building Blocks,easy,"Given classes in packages 'aquarium' and 'aquarium.jellies', which import allows AquariumVisitor to compile?","package aquarium;
public class Tank { }

package aquarium.jellies;
public class Jelly { }

package visitor;
// INSERT IMPORTS HERE
public class AquariumVisitor {
  public void admire(Jelly jelly) { }
}",import aquarium.*;,import aquarium.*.Jelly;,import aquarium.jellies.Jelly;,import aquarium.jellies.Jelly.*;,C,Jelly is located in package aquarium.jellies. Either 'import aquarium.jellies.Jelly;' or 'import aquarium.jellies.*;' works. Wildcards cannot appear in the middle of an import (eliminating Option B) and wildcard on package aquarium does not import classes in subpackages (eliminating Option A).
java-oca-0026,Java Building Blocks,medium,"Given the following class definitions, what is the maximum number of import statements that can be removed while still allowing Tank to compile?","package aquarium; public class Water { }

package aquarium;
import java.lang.*;
import java.lang.System;
import aquarium.Water;
import aquarium.*;
public class Tank {
  public void print(Water water) {
    System.out.println(water);
  }
}",1,2,3,4,D,All 4 imports can be removed! java.lang.* and java.lang.System are automatically imported by the compiler in every Java file. aquarium.Water and aquarium.* are redundant because Tank and Water are already in the exact same package (aquarium).
java-oca-0027,Java Building Blocks,medium,"Given two Water classes in different packages, which snippet correctly resolves the naming conflict in WaterFiller?","package aquarium;
public class Water { boolean salty = false; }

package aquarium.jellies;
public class Water { boolean salty = true; }

package employee;
// INSERT IMPORTS HERE
public class WaterFiller {
  Water water;
}",import aquarium.*; import aquarium.jellies.*;,import aquarium.Water; import aquarium.jellies.*;,import aquarium.Water; import aquarium.jellies.Water;,None of these imports can make the code compile without full qualification,B,"In Java, an explicit class import takes precedence over a wildcard import. 'import aquarium.Water; import aquarium.jellies.*;' causes the compiler to resolve Water unambiguously to aquarium.Water. Option A causes an ambiguous type error; Option C causes a direct import collision error."
java-oca-0028,Java Building Blocks,easy,"Given the following class, which command-line invocation prints 'Blue Jay'?","public class BirdDisplay {
  public static void main(String[] name) {
    System.out.println(name[1]);
  }
}",java BirdDisplay Sparrow Blue Jay,"java BirdDisplay Sparrow ""Blue Jay""","java BirdDisplay.class Sparrow ""Blue Jay""","java BirdDisplay ""Blue Jay"" Sparrow",B,"Command-line arguments are zero-indexed: name[0] is the first argument, and name[1] is the second. In Option B, 'Sparrow' is at index 0 and '""Blue Jay""' (quotes preserve the space as a single string) is at index 1. Option C fails because .class must not be appended when running java."
java-oca-0029,Java Building Blocks,easy,Which parameter declaration is valid for a standard executable main method entry point?,public static void main( _______ ),String[] 123,String names,String... $n,String args,C,"The main method parameter must be an array of Strings or a String vararg. The identifier can begin with a dollar sign ($n), letter, or underscore. Option A starts with digits (invalid identifier); Options B and D are single Strings rather than arrays or varargs."
java-oca-0030,Java Building Blocks,easy,Which of the following is a legal main entry point method that can be run from the command line by the JVM?,,public void main(String[] args),public static void main(String[] args),public static final main(String[] args),private static void main(String[] args),B,The required entry point signature must be 'public static void main(String[] args)'. Option A is non-static; Option C is missing the void return type; Option D is private.
java-oca-0031,Java Building Blocks,easy,What are the default values of an uninitialized instance variable of type double and an uninitialized instance variable of type String?,,"0.0 and """"",null and null,0.0 and null,0 and null,C,"Instance variables for floating-point primitive types (float and double) default to 0.0 (or 0.0f). All object reference types, including String, default to null."
java-oca-0032,Java Building Blocks,easy,What default value does Java assign to an uninitialized local variable of type boolean?,,false,null,0,Local variables do not receive default values; using an uninitialized local variable causes a compiler error.,D,Local variables defined inside method bodies do NOT receive default values. Attempting to read an uninitialized local variable triggers a compiler error.
java-oca-0033,Java Building Blocks,easy,Which default values are correctly assigned to instance variables in a class?,,boolean defaults to false; int defaults to 0,boolean defaults to true; int defaults to 0,boolean defaults to null; int defaults to null,boolean defaults to false; int defaults to 0.0,A,"Primitive boolean instance variables default to false, and primitive int instance variables default to 0."
java-oca-0034,Java Building Blocks,medium,"Given a class located in '/my/directory/named/A/Bird.java', if compiled from '/my/directory', what must the package declaration be?",,package my.directory.named.a;,package named.a;,package named.A;,package A;,C,"Package names reflect the directory hierarchy below the classpath root. Package names are case sensitive in Java, matching directory 'named/A', so 'package named.A;' is required."
java-oca-0035,Java Building Blocks,medium,Which of the following numeric literal declarations with underscores compiles without error?,,double d1 = 1_234_.0;,double d2 = 1_234._0;,double d3 = 1_234.0_;,double d4 = 1_234.0;,D,"Underscores in numeric literals are allowed only strictly between two digits. They cannot be adjacent to a decimal point (as in A and B), and cannot appear at the very beginning or end of a literal (as in C)."
java-oca-0036,Java Building Blocks,medium,Which of the following lines will compile when inserted into admission()?,"public class Price {
  public void admission() {
    // INSERT CODE HERE
    System.out.println(amount);
  }
}",int amount = 9L;,int amount = 0b101;,int amount = 1_2_;,double amount = 1_2_.0_0;,B,0b101 is a binary integer literal (value 5) and assigns cleanly to an int. Option A fails because a long literal (9L) cannot be assigned to an int without casting. Options C and D fail because underscores cannot end a literal or be adjacent to a decimal point.
java-oca-0037,Java Building Blocks,easy,"In the statement 'Bunny bun = new Bunny();', what are Bunny and bun?",,Bunny is a reference and bun is a class,Bunny is a class and bun is a reference to an object,Both Bunny and bun are classes,Both Bunny and bun are object references,B,"Bunny is the class name (the type), and 'bun' is a reference variable that points to an instance of Bunny in heap memory."
java-oca-0038,Java Building Blocks,easy,Which of the following represents the required order of elements in a standard Java source file?,,"class declaration, package statement, import statements","import statements, package statement, class declaration","package statement, import statements, class declaration","package statement, class declaration, import statements",C,"The order of elements in a Java file is PIC: Package declaration first (if present), followed by Import statements (if present), followed by Class declarations."
java-oca-0039,Java Building Blocks,hard,When is the Rabbit object instantiated on line 3 first eligible for garbage collection?,"1: public class Rabbit {
2:   public static void main(String[] args) {
3:     Rabbit one = new Rabbit();
4:     Rabbit two = new Rabbit();
5:     Rabbit three = one;
6:     one = null;
7:     Rabbit four = one;
8:     three = null;
9:     two = null;
10:    two = new Rabbit();
11:    System.gc();
12:  }
13: }",Immediately following line 6,Immediately following line 8,Immediately following line 9,Immediately following line 12,B,"The Rabbit created on line 3 initially has reference 'one' pointing to it. On line 5, 'three' also points to it. Setting 'one = null' on line 6 still leaves 'three' pointing to it. On line 8, 'three = null' removes the last reference to this object, making it eligible for GC immediately after line 8."
java-oca-0040,Java Building Blocks,easy,What is guaranteed when System.gc() is called in a Java program?,"Bear bear = new Bear();
bear = null;
System.gc();",Garbage collection is guaranteed to run immediately,The finalize() method of the Bear instance is guaranteed to run before the next line,"System.gc() merely suggests to the JVM to run garbage collection, but execution is not guaranteed",All unreferenced objects are immediately removed from heap memory,C,System.gc() is merely a suggestion to the Java Virtual Machine that it might be an opportune moment to run GC; the JVM is completely free to ignore the suggestion or defer it.
java-oca-0041,Java Building Blocks,medium,What does the following code output when run?,"public class Salmon {
  int count;
  public void Salmon() {
    count = 4;
  }
  public static void main(String[] args) {
    Salmon s = new Salmon();
    System.out.println(s.count);
  }
}",0,4,Compilation fails because constructors cannot have a return type,Compilation fails because of duplicate method name,A,"Because 'public void Salmon()' has a return type (void), it is a regular method, NOT a constructor! When 'new Salmon()' executes, the default compiler-generated no-argument constructor is invoked. The method Salmon() is never called, so instance variable count remains at its default value 0."
java-oca-0042,Java Building Blocks,easy,Which of the following is a core characteristic of the Java platform?,,Java allows operator overloading on all primitive types and objects,Java bytecode compiled on Windows can run on any platform with a compatible JVM,Java provides direct memory pointers that allow manual memory deallocation,Java source code is compiled directly to native OS machine code,B,"Java is platform-independent at the binary level ('write once, run everywhere') because source code compiles into bytecode (.class), which runs on any JVM implementation. Java does not support operator overloading or pointer arithmetic."
java-oca-0043,Java Building Blocks,easy,Which statement correctly describes javac and java command-line tools?,,"javac compiles a .java file into a .class bytecode file, while java takes the class name (without extension) to run it",javac compiles a .class file into a .java file,java takes the .class file name with extension as a parameter to execute,javac compiles source code directly into executable .exe files,A,javac takes the source filename (e.g. javac Test.java) and produces a .class bytecode file. The java launcher takes the fully qualified class name without the .class extension (e.g. java Test).
java-oca-0044,Operators and Statements,easy,Which of the following Java operators can be used with boolean variables?,,== and !,+ and -,% and <=,++ and --,A,"The equality operators (==, !=) and the logical complement operator (!) can be used with boolean variables. Arithmetic operators (+, -, %, ++, --) and relational comparison operators (<=, >=, <, >) cannot be applied to boolean types in Java."
java-oca-0045,Operators and Statements,medium,What data type will allow the following code snippet to compile without explicit casting?,"byte x = 5;
byte y = 10;
_____ z = x + y;",byte,short,int,boolean,C,"According to Java's binary numeric promotion rules, smaller integral types (byte, short, char) are automatically promoted to int whenever a binary arithmetic operator (+, -, *, /, %) is applied. Thus, x + y produces an int, which can be assigned to int, long, float, or double, but not to byte or short without an explicit cast."
java-oca-0046,Operators and Statements,medium,What is the result of attempting to compile and run the following application?,"public class CompareValues {
  public static void main(String[] args) {
    int x = 0;
    while(x++ < 10) {}
    String message = x > 10 ? ""Greater than"" : false;
    System.out.println(message + "","" + x);
  }
}","Greater than,10","Greater than,11",The code will not compile because of line 4,The code will not compile because of line 5,D,"Line 5 fails compilation. Although the two result expressions of a ternary operator (? :) do not strictly have to match in every context, when assigning to a variable (String message = ...), both branches must be assignable to the target type. 'false' is a boolean literal and cannot be assigned to a String variable."
java-oca-0047,Operators and Statements,medium,What change allows the following code snippet to compile successfully?,"long x = 10;
int y = 2 * x;",Change '2 * x' to '2 * (int)x',Cast the result of '2 * x' using '(int)(2 * x)' or change y's type to long,Change the type of x to short without changing line 2,"No change needed, Java automatically downcasts long to int",B,"Because x is a long, 2 * x promotes 2 to long and produces a long. Assigning a long to an int requires an explicit cast on the resulting expression: '(int)(2 * x)' or casting x '(int)x', or changing the type of y to long."
java-oca-0048,Operators and Statements,easy,What is the output of the following code snippet?,"List<Integer> list = new ArrayList<>();
list.add(10);
list.add(14);
for(int x : list) {
  System.out.print(x + "", "");
  break;
}","10, 14,","10, 14","10, ",The code contains an infinite loop,C,"The enhanced for-each loop retrieves the first element (10), prints '10, ', and immediately hits the 'break;' statement, terminating the loop after the first iteration. The output is '10, '."
java-oca-0049,Operators and Statements,easy,What is the result of attempting to compile and run the following code?,"int x = 4;
long y = x * 4 - x++;
if(y < 10) System.out.println(""Too Low"");
else System.out.println(""Just right"");
else System.out.println(""Too High"");",Too Low,Just right,Too High,Compilation error on the second else statement,D,An if-then-else construct can have only one 'else' block per 'if'. Having two consecutive 'else' blocks without an intervening 'if' (as in 'else ... else ...') is a syntax error.
java-oca-0050,Operators and Statements,medium,What is the output of the following nested ternary expression when x = 5?,"int x = 5;
System.out.println(x > 2 ? x < 4 ? 10 : 8 : 7);",5,10,8,7,C,"With parentheses showing precedence: x > 2 ? (x < 4 ? 10 : 8) : 7. Since x = 5, x > 2 is true. We evaluate the inner ternary (x < 4 ? 10 : 8). Since 5 < 4 is false, the expression evaluates to 8."
java-oca-0051,Operators and Statements,hard,What is the output of the following code snippet?,"boolean x = true, z = true;
int y = 20;
x = (y != 10) ^ (z = false);
System.out.println(x + "", "" + y + "", "" + z);","true, 10, true","true, 20, false","false, 20, true","false, 20, false",B,"First, (y != 10) evaluates to true (20 != 10). Next, (z = false) is an assignment that sets z to false and evaluates to false. Now we have true ^ false. The XOR operator (^) returns true when the operands are different. So x becomes true. Variable y remains 20 and z is false. Output: 'true, 20, false'."
java-oca-0052,Operators and Statements,medium,How many times will the following loop print 'Hello World'?,"for(int i=0; i<10 ; ) {
  i = i++;
  System.out.println(""Hello World"");
}",9 times,10 times,11 times,The loop is infinite and does not terminate,D,"In 'i = i++', the post-increment operator evaluates: the current value of i (0) is temporarily saved, i is incremented to 1, and then the saved value 0 is assigned back into i! Therefore, i resets to 0 after every iteration and never reaches 10, resulting in an infinite loop."
java-oca-0053,Operators and Statements,medium,What is the result of attempting to compile the following code?,"byte a = 40, b = 50;
byte sum = (byte) a + b;
System.out.println(sum);",Outputs 90,"Compilation error on line 2 because the cast (byte) applies only to 'a', and the resulting sum (a + b) promotes to int",Outputs 40,Runtime overflow exception,B,"Type cast operators have higher precedence than the addition (+) operator. Thus, '(byte) a + b' casts only 'a' to byte, and then adds 'b'. Due to numeric promotion, byte + byte promotes both to int, resulting in an int sum. Assigning that int sum to 'byte sum' fails compilation. The fix is 'byte sum = (byte)(a + b);'."
java-oca-0054,Operators and Statements,easy,What is the output of the following code?,"int x = 5 * 4 % 3;
System.out.println(x);",2,3,5,6,A,* and % have equal operator precedence and evaluate left to right. 5 * 4 = 20. 20 % 3 = 2 (since 3 * 6 = 18 with a remainder of 2). Output is 2.
java-oca-0055,Operators and Statements,easy,What is the result of attempting to compile the following code snippet?,"int x = 0;
String s = null;
if(x == s) System.out.println(""Success"");
else System.out.println(""Failure"");",Outputs Success,Outputs Failure,The code fails to compile because int and String are incomparable types for ==,Throws NullPointerException at runtime,C,"In Java, the equality operator (==) cannot be used to compare a primitive numeric type (int) with an object reference type (String) when there is no inheritance relationship or unboxing possible. The compiler throws an incomparable types error."
java-oca-0056,Operators and Statements,medium,What is the output of the following code snippet?,"int x1 = 50, x2 = 75;
boolean b = x1 >= x2;
if(b = true) System.out.println(""Success"");
else System.out.println(""Failure"");",Success,Failure,Compiler error inside the if condition,None of the above,A,"Notice that 'if(b = true)' uses the assignment operator (=), NOT the comparison operator (==)! The assignment sets b to true and returns the assigned value (true). Therefore, the if condition evaluates to true and 'Success' is printed."
java-oca-0057,Operators and Statements,easy,What is the output of the following code snippet?,"int c = 7;
int result = 4;
result += ++c;
System.out.println(result);",11,12,15,16,B,"++c is a pre-increment: c is incremented from 7 to 8 first, and the value 8 is returned. Then result += 8 adds 8 to 4, making result = 12."
