id,topic,difficulty,questionText,codeSnippet,optionA,optionB,optionC,optionD,correctOption,explanation
java-quiz-t11-1,Exception Handling,medium,"Inside a try-with-resources statement, if the try block throws an exception 'TryErr_1' and the resource's close() method throws 'CloseErr_1', which exception propagates and how is the other retrieved?","try (CustomResource Res_1 = new CustomResource()) { // close() throws CloseErr_1
    throw new RuntimeException(""TryErr_1"");
}",The exception containing 'CloseErr_1' is thrown; the 'TryErr_1' exception is discarded.,Both exceptions are propagated concurrently in a MultiException.,"The exception from close() overrides the try exception, throwing 'CloseErr_1' without suppressing the other.",The RuntimeException containing 'TryErr_1' is thrown; the exception containing 'CloseErr_1' is added to it as a suppressed exception.,D,"In try-with-resources, if both the try block and close() throw exceptions, the exception from the try block propagates. The exception from close() is suppressed and attached to the main exception, retrieveable using getSuppressed()."
java-quiz-t12-1,Virtual Threads,hard,You are using Virtual Threads in Java 21. Which locking mechanism can cause the virtual thread to PIN its carrier platform thread during a blocking database/IO operation?,"Runnable task = () -> {
    // Under which lock construct will carrier thread pinning occur?
    ??? {
        databaseService.fetchData(); // Blocks on network
    }
};
Thread.ofVirtual().start(task);",A ReentrantLock block.,A synchronized block or synchronized method.,A Semaphore permit acquisition.,An AtomicInteger loop operation.,B,"In Java 21, virtual threads are pinned to their carrier platform thread when running inside a synchronized block or synchronized method. When pinned, blocking on IO also blocks the carrier thread. Replacing it with ReentrantLock avoids this."
java-quiz-t13-1,Collections & Internals,hard,"A LinkedHashMap is configured with accessOrder = true and max capacity = 4. If you insert keys 1 to 4, call map.get(2), and then put key 5, which key is evicted by removeEldestEntry?","LinkedHashMap<Integer, String> map = new LinkedHashMap<>(4, 0.75f, true) {
    @Override
    protected boolean removeEldestEntry(Map.Entry eldest) {
        return size() > 4;
    }
};
for (int k = 1; k <= 4; k++) map.put(k, ""Val_"" + k);
map.get(2);
map.put(5, ""Val_"" + 5);",Key 2,Key 5,Key 1,Key 4,C,"With accessOrder=true, LinkedHashMap orders entries by access (least recently accessed first). Accessing key 2 moves it to the end. The eldest key is the least recently accessed. If capacity is 4 and we accessed 2, the remaining oldest key (which is 1) is evicted."
java-quiz-t14-1,Object-Oriented Programming,medium,"If a class defines overloaded methods print(Object o) and print(Integer s), which method executes when print(null) is called?","public class OverloadDemo {
    public void print(Object o) { System.out.print(""Object""); }
    public void print(Integer s) { System.out.print(""Integer""); }
    
    public static void main(String[] args) {
        new OverloadDemo().print(null);
    }
}",The print(Object o) method executes because null is treated as general Object first.,A compile-time error occurs due to method signature ambiguity.,The print(Integer s) method executes because Integer is a more specific type than Object.,A NullPointerException is thrown at runtime during method dispatch.,C,"Java resolves overloaded methods at compile-time by choosing the most specific method compatible with the arguments. Since 'Integer' is a subclass of 'Object', it is more specific, so the compiler binds the call to print(Integer s)."
java-quiz-t15-1,Java Basics,medium,What is the runtime result of executing the code below containing array assignments?,"Number[] numbers = new Integer[5];
numbers[1] = 10.5; // Double value",The double value 10.5 is stored in the array without issue.,The compiler flags this as a compile-time error.,The double value is truncated to the integer 10 and stored.,"An ArrayStoreException is thrown because the runtime type of the array is Integer[], which cannot store Double values.",D,"Java arrays are covariant (Integer[] is a subtype of Number[]), which is checked at compile-time. However, the array retains its runtime type (Integer[]). Writing a Double (10.5) to it triggers an ArrayStoreException at runtime."
java-quiz-t16-1,Multithreading & Concurrency,medium,"If a single shared instance of SimpleDateFormat is accessed concurrently by 6 threads, what runtime issue can occur?","// Shared instance accessed by 6 threads
private static final SimpleDateFormat sdf = new SimpleDateFormat(""yyyy-MM-dd"");",It will output corrupted/incorrect date strings or throw NumberFormatException because SimpleDateFormat is not thread-safe.,It will cause a thread deadlock inside the JVM date formatting library.,It works perfectly because formatting dates is a thread-safe read-only operation.,It will trigger an OutOfMemoryError in the heap space.,A,"SimpleDateFormat maintains internal state in an inherited Calendar field. Concurrent modification of this state by multiple threads leads to race conditions, producing corrupted formatted dates or throwing formatting exceptions."
java-quiz-t17-1,Multithreading & Concurrency,medium,"An AtomicInteger is initialized to 10. Thread 1 calls compareAndSet(15, 20). What is the return value of compareAndSet and the resulting value of the AtomicInteger?","AtomicInteger atomic = new AtomicInteger(10);
boolean updated = atomic.compareAndSet(15, 20);","Returns false, resulting in value 10.","Returns true, resulting in value 20 regardless of expectation.","Returns false, resulting in value 20 due to lock-free CAS loops.",Throws an ArithmeticException because expected value doesn't match.,A,"compareAndSet checks if the current value equals the expected value (15). If it does (value is 10), it atomically updates it to 20 and returns true. Otherwise, it leaves the value unchanged and returns false."
java-quiz-t18-1,JVM & Classloading,hard,Under what condition is NoClassDefFoundError thrown instead of ClassNotFoundException?,"// Scenario: Class A references Class B
ClassA obj = new ClassA(); // Throws NoClassDefFoundError for ClassB_1",When Class.forName() is called with an invalid class package string name.,When ClassLoader.loadClass() fails to resolve a class on the classpath dynamically.,When there is an import statement referencing a non-existent class at compile time.,"When ClassB_1 was present during compilation, but its class file cannot be located or loaded by the JVM at runtime during Class A's initialization.",D,"ClassNotFoundException is a checked exception thrown when class lookup by name string fails. NoClassDefFoundError is an Error thrown when the JVM is executing compiled bytecode that references another class, but that class cannot be found in the runtime classpath."
java-quiz-t19-1,Streams API,medium,"If you run the stream operation below using Integer.MAX_VALUE and 1001, what is printed to the console?","int result = Stream.of(Integer.MAX_VALUE, 1001)
                   .reduce(0, Integer::sum);
System.out.println(result);",The mathematically correct sum (promoted automatically to a 64-bit long).,An ArithmeticException is thrown indicating integer overflow.,An overflow value of -2147482648 (due to standard 32-bit signed integer overflow).,A compile-time error occurs because reduce requires an accumulator.,C,"In Java, arithmetic operations on 32-bit integers wrap around silently when they overflow. Stream reduce does not perform automatic type promotion, so adding 1001 to Integer.MAX_VALUE overflows and wraps into negative values."
java-quiz-t20-1,Object-Oriented Programming,medium,Consider the static methods in the classes below. What is printed when executing 'new ChildService_1().display()'?,"class ParentService_1 {
    public static void log() { System.out.print(""Parent""); }
}
class ChildService_1 extends ParentService_1 {
    public static void log() { System.out.print(""Child""); }
    public void display() { log(); }
}",Parent,Compilation fails because static methods cannot be inherited.,Child,Throws a RuntimeException due to conflicting signatures.,C,"Static methods undergo 'method hiding' rather than method overriding. Static method calls are bound at compile time based on the class context. Inside the instance method display() of 'ChildService_1', the call to log() is resolved to 'ChildService_1.log()', printing 'Child'."
java-quiz-t1-2,Multithreading & Concurrency,hard,"A ThreadPoolExecutor is initialized with corePoolSize = 4, maximumPoolSize = 6, keepAliveTime = 60s, and a workQueue capacity of 9. If you submit 16 tasks concurrently with no delay, what is the state of the pool?","ThreadPoolExecutor executor = new ThreadPoolExecutor(
    4, 6, 60, TimeUnit.SECONDS,
    new ArrayBlockingQueue<>(9)
);
for (int i = 0; i < 16; i++) {
    executor.submit(() -> {
        try { Thread.sleep(10000); } catch (InterruptedException e) {}
    });
}","4 active threads running tasks, with 12 tasks in the queue.","6 active threads running tasks, with 9 tasks in the queue without rejection.",The pool dynamically grows to 16 threads to prevent task rejection.,The task execution throws a RejectedExecutionException for the last task(s) exceeding capacity.,D,"ThreadPoolExecutor rules: 1) First 4 tasks spawn 4 core threads. 2) Next 9 tasks fill the queue. 3) Remaining tasks spawn threads up to max (6). Since total tasks (16) exceed core + queue + max capacity (15), the excess tasks are rejected with RejectedExecutionException."
java-quiz-t2-2,Collections & Internals,hard,"You insert 6 distinct instances of class CustomKey_2 into a standard HashMap. Class CustomKey_2 overrides hashCode() to return constant 120, but does not override equals(). What happens when you retrieve the key with id = 3?","public class CustomKey_2 {
    private int id;
    public CustomKey_2(int id) { this.id = id; }
    @Override
    public int hashCode() { return 120; }
}
Map<CustomKey_2, String> map = new HashMap<>();
CustomKey_2 searchKey = null;
for (int k = 1; k <= 6; k++) {
    CustomKey_2 key = new CustomKey_2(k);
    if (k == 3) searchKey = key;
    map.put(key, ""Val_"" + k);
}
String result = map.get(searchKey);","The retrieval succeeds and returns ""Val_3"" because object reference identity (==) is checked and succeeds on the exact same key reference.",The retrieval returns null because equals() is not implemented.,The HashMap throws a NullPointerException because the hash value is constant.,The retrieval returns the value of the last inserted element in the bucket.,A,"HashMap's get() method checks: if (e.hash == hash && ((k = e.key) == key || (key != null && key.equals(k)))). Since the exact same reference searchKey is passed, the (k == key) identity comparison succeeds immediately, bypassing equals() checks."
java-quiz-t3-2,Generics,medium,"According to the Producer-Extends, Consumer-Super (PECS) rule, which operations are compile-time valid inside the process method below parameterized with Double?","public static void process(List<? extends Double> src, List<? super Double> dest) {
    // Operation A: Double val = src.get(0);
    // Operation B: src.add(20);
    // Operation C: dest.add(20);
}",Operations B and C are valid; Operation A is a compile error.,All operations are compile-time valid.,Operations A and B are valid; Operation C is a compile error.,Operations A and C are valid; Operation B is a compile error.,D,"Under PECS: List<? extends Double> is a Producer, so reading from it as Double (A) is valid, but writing to it is banned (B). List<? super Double> is a Consumer, so adding Double objects (C) to it is valid."
java-quiz-t4-2,Multithreading & Concurrency,medium,"Two threads T1 and T2 run concurrently. Thread T1 sleeps for 900ms. Thread T2 sleeps for 680ms. If the main thread calls T1.join(320) followed immediately by T2.join(), what is the approximate wait duration?","Thread t1 = new Thread(() -> {
    try { Thread.sleep(900); } catch (InterruptedException e) {}
});
Thread t2 = new Thread(() -> {
    try { Thread.sleep(680); } catch (InterruptedException e) {}
});
t1.start(); t2.start();
t1.join(320);
t2.join();","Approximately 1580ms, as both join calls execute fully sequentially.","Approximately 900ms, since T1 takes the longest to complete.","Approximately 680ms, because the main thread waits for the 320ms timeout on T1, then blocks for the remainder of T2's sleep.","Approximately 320ms, as both threads are forced to interrupt.",C,"The main thread blocks on t1.join(320) for 320ms. During this time, T2 has also slept for 320ms, leaving 360ms of sleep. When t2.join() is called, the main thread blocks for the remaining 360ms. Total wait = 320 + 360 = 680ms."
java-quiz-t5-2,Collections & Lists,easy,"An ArrayList is initialized with an initial capacity of 12. If you add 13 elements sequentially, what is the internal array capacity immediately after the expansion?","List<Integer> list = new ArrayList<>(12);
for (int j = 0; j < 13; j++) {
    list.add(j);
}",18 (capacity grows by 50% using the formula: oldCapacity + (oldCapacity >> 1)),24 (capacity doubles when full),22 (capacity grows by a fixed step of 10),13 (capacity grows to fit exactly the inserted elements),A,"In JDK ArrayList, capacity expansion is calculated using the formula: newCapacity = oldCapacity + (oldCapacity >> 1), which grows the array size by approximately 50%. Starting with 12, the new capacity is 12 + 6 = 18."
java-quiz-t6-2,Strings & String Pool,medium,"How many objects are created in memory when the statement below executes, assuming ""poolStr_2"" is NOT already present in the String Constant Pool?","String s = new String(""poolStr_2"");",Two objects: one literal in the String Constant Pool and one new String object on the heap.,One object: on the heap only.,One object: in the String Constant Pool only.,Zero objects: it only creates a stack reference.,A,"This statement creates two objects: the literal string ""poolStr_2"" is stored in the String Constant Pool (if not already present), and a new String object is created on the heap, wrapping the character array reference from the pool."
java-quiz-t7-2,Optional API,medium,"In the code snippet below under normal execution, how many times is the method 'fetchDb_2' evaluated?","public String getData() {
    return Optional.of(""val_2"")
                   .orElse(fetchDb_2());
}
public String fetchDb_2() {
    System.out.println(""DB accessed"");
    return ""default"";
}","0 times, because the Optional contains a non-null value and orElse() is evaluated lazily.","2 times, once for checking and once for returning.","Exactly 1 time, because the argument to orElse() is evaluated eagerly even if the Optional contains a value.",It throws a NullPointerException at runtime.,C,"In Java, orElse(T other) evaluates its argument eagerly. Since 'fetchDb_2()' is passed directly as a parameter, the method is invoked and evaluated before orElse() resolves, even if the Optional is not empty. Use orElseGet(Supplier) for lazy evaluation."
java-quiz-t8-2,Multithreading & Concurrency,hard,You submit a parallel stream task inside a custom ForkJoinPool configured with parallelism = 4 on a machine with 3 CPU cores. What is the maximum number of threads that can process the stream concurrently?,"ForkJoinPool customPool = new ForkJoinPool(4);
customPool.submit(() -> {
    IntStream.range(0, 100).parallel().forEach(x -> {
        // Intensive work
    });
}).get();","Only 3 threads, matching the physical CPU cores.","Up to 2 threads, as the common pool always reserves one core.",Up to 4 concurrent threads inside the custom ForkJoinPool.,"1 thread, because parallel streams ignore custom ForkJoinPool configurations.",C,"Parallel streams execute inside the ForkJoinPool of the thread that initiated them. If submitted inside a custom ForkJoinPool, the stream will use that pool's worker threads (up to its parallelism level of 4), overriding the default CommonPool behavior."
java-quiz-t9-2,Memory Management & GC,medium,"A WeakHashMap is populated as shown below. If you set 'keyData_2' to null and trigger GC, what happens to the map size?","Map<Object, String> map = new WeakHashMap<>();
Object keyData_2 = new Object();
map.put(keyData_2, ""ActiveSession"");

keyData_2 = null;
System.gc();",The map size remains 1 because the value 'ActiveSession' retains a strong reference to the map entry.,The map throws a NullPointerException during garbage collection.,"The map size becomes 0 because WeakHashMap references keys weakly, allowing GC to collect the key and automatically clean up the entry.",The key is collected but map.size() still returns 1 until a get() call is made.,C,"WeakHashMap uses WeakReference wrapper classes for its keys. Once the strong reference 'keyData_2' is set to null, the key becomes eligible for GC. After GC sweeps the key, WeakHashMap cleans up the corresponding entry from its table."
java-quiz-t10-2,Multithreading & Concurrency,hard,Predict the output printed to the console when the CompletableFuture pipeline executes.,"CompletableFuture.supplyAsync(() -> {
    if (true) throw new RuntimeException(""err_2"");
    return ""Normal"";
})
.handle((res, ex) -> {
    return ex != null ? ""fallback_2"" : res;
})
.exceptionally(ex -> {
    return ""Secondary_Fallback"";
})
.thenAccept(System.out::print);","""Secondary_Fallback""","""fallback_2""","""err_2""","""NormalSecondary_Fallback""",B,"The supplyAsync stage throws a RuntimeException containing ""err_2"". The handle() block captures this exception (ex is non-null) and returns ""fallback_2"", completing the stage normally. The downstream exceptionally() stage is skipped because no exception remains in the pipeline."
java-quiz-t11-2,Exception Handling,medium,"Inside a try-with-resources statement, if the try block throws an exception 'TryErr_2' and the resource's close() method throws 'CloseErr_2', which exception propagates and how is the other retrieved?","try (CustomResource Res_2 = new CustomResource()) { // close() throws CloseErr_2
    throw new RuntimeException(""TryErr_2"");
}",The RuntimeException containing 'TryErr_2' is thrown; the exception containing 'CloseErr_2' is added to it as a suppressed exception.,The exception containing 'CloseErr_2' is thrown; the 'TryErr_2' exception is discarded.,Both exceptions are propagated concurrently in a MultiException.,"The exception from close() overrides the try exception, throwing 'CloseErr_2' without suppressing the other.",A,"In try-with-resources, if both the try block and close() throw exceptions, the exception from the try block propagates. The exception from close() is suppressed and attached to the main exception, retrieveable using getSuppressed()."
java-quiz-t12-2,Virtual Threads,hard,You are using Virtual Threads in Java 21. Which locking mechanism can cause the virtual thread to PIN its carrier platform thread during a blocking database/IO operation?,"Runnable task = () -> {
    // Under which lock construct will carrier thread pinning occur?
    ??? {
        databaseService.fetchData(); // Blocks on network
    }
};
Thread.ofVirtual().start(task);",A ReentrantLock block.,A Semaphore permit acquisition.,An AtomicInteger loop operation.,A synchronized block or synchronized method.,D,"In Java 21, virtual threads are pinned to their carrier platform thread when running inside a synchronized block or synchronized method. When pinned, blocking on IO also blocks the carrier thread. Replacing it with ReentrantLock avoids this."
java-quiz-t13-2,Collections & Internals,hard,"A LinkedHashMap is configured with accessOrder = true and max capacity = 3. If you insert keys 1 to 3, call map.get(3), and then put key 4, which key is evicted by removeEldestEntry?","LinkedHashMap<Integer, String> map = new LinkedHashMap<>(3, 0.75f, true) {
    @Override
    protected boolean removeEldestEntry(Map.Entry eldest) {
        return size() > 3;
    }
};
for (int k = 1; k <= 3; k++) map.put(k, ""Val_"" + k);
map.get(3);
map.put(4, ""Val_"" + 4);",Key 3,Key 4,Key 3,Key 1,D,"With accessOrder=true, LinkedHashMap orders entries by access (least recently accessed first). Accessing key 3 moves it to the end. The eldest key is the least recently accessed. If capacity is 3 and we accessed 3, the remaining oldest key (which is 1) is evicted."
java-quiz-t14-2,Object-Oriented Programming,medium,"If a class defines overloaded methods print(Object o) and print(Double s), which method executes when print(null) is called?","public class OverloadDemo {
    public void print(Object o) { System.out.print(""Object""); }
    public void print(Double s) { System.out.print(""Double""); }
    
    public static void main(String[] args) {
        new OverloadDemo().print(null);
    }
}",The print(Double s) method executes because Double is a more specific type than Object.,The print(Object o) method executes because null is treated as general Object first.,A compile-time error occurs due to method signature ambiguity.,A NullPointerException is thrown at runtime during method dispatch.,A,"Java resolves overloaded methods at compile-time by choosing the most specific method compatible with the arguments. Since 'Double' is a subclass of 'Object', it is more specific, so the compiler binds the call to print(Double s)."
java-quiz-t15-2,Java Basics,medium,What is the runtime result of executing the code below containing array assignments?,"Number[] numbers = new Integer[5];
numbers[2] = 10.5; // Double value","An ArrayStoreException is thrown because the runtime type of the array is Integer[], which cannot store Double values.",The double value 10.5 is stored in the array without issue.,The compiler flags this as a compile-time error.,The double value is truncated to the integer 10 and stored.,A,"Java arrays are covariant (Integer[] is a subtype of Number[]), which is checked at compile-time. However, the array retains its runtime type (Integer[]). Writing a Double (10.5) to it triggers an ArrayStoreException at runtime."
java-quiz-t16-2,Multithreading & Concurrency,medium,"If a single shared instance of SimpleDateFormat is accessed concurrently by 7 threads, what runtime issue can occur?","// Shared instance accessed by 7 threads
private static final SimpleDateFormat sdf = new SimpleDateFormat(""yyyy-MM-dd"");",It will cause a thread deadlock inside the JVM date formatting library.,It works perfectly because formatting dates is a thread-safe read-only operation.,It will output corrupted/incorrect date strings or throw NumberFormatException because SimpleDateFormat is not thread-safe.,It will trigger an OutOfMemoryError in the heap space.,C,"SimpleDateFormat maintains internal state in an inherited Calendar field. Concurrent modification of this state by multiple threads leads to race conditions, producing corrupted formatted dates or throwing formatting exceptions."
java-quiz-t17-2,Multithreading & Concurrency,medium,"An AtomicInteger is initialized to 20. Thread 1 calls compareAndSet(20, 30). What is the return value of compareAndSet and the resulting value of the AtomicInteger?","AtomicInteger atomic = new AtomicInteger(20);
boolean updated = atomic.compareAndSet(20, 30);","Returns true, resulting in value 30 regardless of expectation.","Returns false, resulting in value 30 due to lock-free CAS loops.","Returns true, resulting in value 30.",Throws an ArithmeticException because expected value doesn't match.,C,"compareAndSet checks if the current value equals the expected value (20). If it does (value is 20), it atomically updates it to 30 and returns true. Otherwise, it leaves the value unchanged and returns false."
java-quiz-t18-2,JVM & Classloading,hard,Under what condition is NoClassDefFoundError thrown instead of ClassNotFoundException?,"// Scenario: Class A references Class B
ClassA obj = new ClassA(); // Throws NoClassDefFoundError for ClassB_2",When Class.forName() is called with an invalid class package string name.,When ClassLoader.loadClass() fails to resolve a class on the classpath dynamically.,"When ClassB_2 was present during compilation, but its class file cannot be located or loaded by the JVM at runtime during Class A's initialization.",When there is an import statement referencing a non-existent class at compile time.,C,"ClassNotFoundException is a checked exception thrown when class lookup by name string fails. NoClassDefFoundError is an Error thrown when the JVM is executing compiled bytecode that references another class, but that class cannot be found in the runtime classpath."
java-quiz-t19-2,Streams API,medium,"If you run the stream operation below using Integer.MAX_VALUE and 1002, what is printed to the console?","int result = Stream.of(Integer.MAX_VALUE, 1002)
                   .reduce(0, Integer::sum);
System.out.println(result);",The mathematically correct sum (promoted automatically to a 64-bit long).,An ArithmeticException is thrown indicating integer overflow.,An overflow value of -2147482647 (due to standard 32-bit signed integer overflow).,A compile-time error occurs because reduce requires an accumulator.,C,"In Java, arithmetic operations on 32-bit integers wrap around silently when they overflow. Stream reduce does not perform automatic type promotion, so adding 1002 to Integer.MAX_VALUE overflows and wraps into negative values."
java-quiz-t20-2,Object-Oriented Programming,medium,Consider the static methods in the classes below. What is printed when executing 'new ChildService_2().display()'?,"class ParentService_2 {
    public static void log() { System.out.print(""Parent""); }
}
class ChildService_2 extends ParentService_2 {
    public static void log() { System.out.print(""Child""); }
    public void display() { log(); }
}",Parent,Child,Compilation fails because static methods cannot be inherited.,Throws a RuntimeException due to conflicting signatures.,B,"Static methods undergo 'method hiding' rather than method overriding. Static method calls are bound at compile time based on the class context. Inside the instance method display() of 'ChildService_2', the call to log() is resolved to 'ChildService_2.log()', printing 'Child'."
